layer,sequences,time_us
model_core_stage_0,35,93549.990341134
model_core,36,94421.495449673
model_core_stage_0,36,94421.495449673
model_core,37,95269.219317531
model_core_stage_0,37,95269.219317531
model_core,38,96093.814562231
model_core_stage_0,38,96093.814562231
model_core,39,96895.915891819
model_core_stage_0,39,96895.915891819
model_core,40,97676.140596342
model_core_stage_0,40,97676.140596342
model_core,41,98435.089025843
model_core_stage_0,41,98435.089025843
model_core,42,99173.345055239
model_core_stage_0,42,99173.345055239
model_core,43,99891.476536439
model_core_stage_0,43,99891.476536439
model_core,44,100590.035738057
model_core_stage_0,44,100590.035738057
model_core,45,101269.559773056
model_core_stage_0,45,101269.559773056
model_core,46,101930.571014656
model_core_stage_0,46,101930.571014656
model_core,47,102573.577500834
model_core_stage_0,47,102573.577500834
model_core,48,103199.073327717
model_core_stage_0,48,103199.073327717
model_core,49,103807.539032180
model_core_stage_0,49,103807.539032180
model_core,50,104399.441963951
model_core_stage_0,50,104399.441963951
model_core,51,104975.236647495
model_core_stage_0,51,104975.236647495
model_core,52,105535.365133972
model_core_stage_0,52,105535.365133972
model_core,53,106080.257343542
model_core_stage_0,53,106080.257343542
model_core,54,106610.331398262
model_core_stage_0,54,106610.331398262
model_core,55,107125.993945862
model_core_stage_0,55,107125.993945862
model_core,56,107627.640474627
model_core_stage_0,56,107627.640474627
model_core,57,108115.655619642
model_core_stage_0,57,108115.655619642
model_core,58,108590.413460627
model_core_stage_0,58,108590.413460627
model_core,59,109052.277811611
model_core_stage_0,59,109052.277811611
model_core,60,109501.602502640
model_core_stage_0,60,109501.602502640
model_core,61,109938.731653768
model_core_stage_0,61,109938.731653768
model_core,62,110363.999941524
model_core_stage_0,62,110363.999941524
model_core,63,110777.732858063
model_core_stage_0,63,110777.732858063
model_core,64,111180.246963209
model_core_stage_0,64,111180.246963209
model_core,65,111571.850129585
model_core_stage_0,65,111571.850129585
model_core,66,111952.841781008
model_core_stage_0,66,111952.841781008
model_core,67,112323.513124344
model_core_stage_0,67,112323.513124344
model_core,68,112684.147375008
model_core_stage_0,68,112684.147375008
model_core,69,113035.019976264
model_core_stage_0,69,113035.019976264
model_core,70,113376.398812514
model_core_stage_0,70,113376.398812514
model_core,71,113708.544416736
model_core_stage_0,71,113708.544416736
model_core,72,114031.710172220
model_core_stage_0,72,114031.710172220
model_core,73,114346.142508778
model_core_stage_0,73,114346.142508778
model_core,74,114652.081093560
model_core_stage_0,74,114652.081093560
model_core,75,114949.759016647
model_core_stage_0,75,114949.759016647
model_core,76,115239.402971533
model_core_stage_0,76,115239.402971533
model_core,77,115521.233430671
model_core_stage_0,77,115521.233430671
model_core,78,115795.464816188
model_core_stage_0,78,115795.464816188
model_core,79,116062.305665927
model_core_stage_0,79,116062.305665927
model_core,80,116321.958794923
model_core_stage_0,80,116321.958794923
model_core,81,116574.621452452
model_core_stage_0,81,116574.621452452
model_core,82,116820.485474770
model_core_stage_0,82,116820.485474770
model_core,83,117059.737433660
model_core_stage_0,83,117059.737433660
model_core,84,117292.558780903
model_core_stage_0,84,117292.558780903
model_core,85,117519.125988782
model_core_stage_0,85,117519.125988782
model_core,86,117739.610686735
model_core_stage_0,86,117739.610686735
model_core,87,117954.179794251
model_core_stage_0,87,117954.179794251
model_core,88,118162.995650126
model_core_stage_0,88,118162.995650126
model_core,89,118366.216138169
model_core_stage_0,89,118366.216138169
model_core,90,118563.994809456
model_core_stage_0,90,118563.994809456
model_core,91,118756.481001232
model_core_stage_0,91,118756.481001232
model_core,92,118943.819952550
model_core_stage_0,92,118943.819952550
model_core,93,119126.152916736
model_core_stage_0,93,119126.152916736
model_core,94,119303.617270765
model_core_stage_0,94,119303.617270765
model_core,95,119476.346621640
model_core_stage_0,95,119476.346621640
model_core,96,119644.470909851
model_core_stage_0,96,119644.470909851
model_core,97,119808.116509989
model_core_stage_0,97,119808.116509989
model_core,98,119967.406328608
model_core_stage_0,98,119967.406328608
model_core,99,120122.459899393
model_core_stage_0,99,120122.459899393
model_core,100,120273.393475723
model_core_stage_0,100,120273.393475723
model_core,101,120420.320120689
model_core_stage_0,101,120420.320120689
model_core,102,120563.349794643
model_core_stage_0,102,120563.349794643
model_core,103,120702.589440349
model_core_stage_0,103,120702.589440349
model_core,104,120838.143065789
model_core_stage_0,104,120838.143065789
model_core,105,120970.111824701
model_core_stage_0,105,120970.111824701
model_core,106,121098.594094910
model_core_stage_0,106,121098.594094910
model_core,107,121223.685554503
model_core_stage_0,107,121223.685554503
model_core,108,121345.479255919
model_core_stage_0,108,121345.479255919
model_core,109,121464.065698001
model_core_stage_0,109,121464.065698001
model_core,110,121579.532896074
model_core_stage_0,110,121579.532896074
model_core,111,121691.966450102
model_core_stage_0,111,121691.966450102
model_core,112,121801.449610965
model_core_stage_0,112,121801.449610965
model_core,113,121908.063344931
model_core_stage_0,113,121908.063344931
model_core,114,122011.886396347
model_core_stage_0,114,122011.886396347
model_core,115,122112.995348617
model_core_stage_0,115,122112.995348617
model_core,116,122211.464683499
model_core_stage_0,116,122211.464683499
model_core,117,122307.366838787
model_core_stage_0,117,122307.366838787
model_core,118,122400.772264396
model_core_stage_0,118,122400.772264396
model_core,119,122491.749476915
model_core_stage_0,119,122491.749476915
model_core,120,122584.023239086
model_core_stage_0,120,122584.023239086
model_core,121,122688.015263916
model_core_stage_0,121,122688.015263916
model_core,122,122789.773548798
model_core_stage_0,122,122789.773548798
model_core,123,122890.282777094
model_core_stage_0,123,122890.282777094
model_core,124,122988.988833567
model_core_stage_0,124,122988.988833567
model_core,125,123085.640048076
model_core_stage_0,125,123085.640048076
model_core,126,123180.292810691
model_core_stage_0,126,123180.292810691
model_core,127,123273.001963999
model_core_stage_0,127,123273.001963999
model_core,128,123363.820845566
model_core_stage_0,128,123363.820845566
model_core,129,123452.801329239
model_core_stage_0,129,123452.801329239
model_core,130,123539.993865317
model_core_stage_0,130,123539.993865317
model_core,131,123625.447519614
model_core_stage_0,131,123625.447519614
model_core,132,123709.210011453
model_core_stage_0,132,123709.210011453
model_core,133,123791.327750619
model_core_stage_0,133,123791.327750619
model_core,134,123871.845873294
model_core_stage_0,134,123871.845873294
model_core,135,123950.808277010
model_core_stage_0,135,123950.808277010
model_core,136,124028.257654637
model_core_stage_0,136,124028.257654637
model_core,137,124104.235527448
model_core_stage_0,137,124104.235527448
model_core,138,124178.782277264
model_core_stage_0,138,124178.782277264
model_core,139,124251.937177728
model_core_stage_0,139,124251.937177728
model_core,140,124323.738424714
model_core_stage_0,140,124323.738424714
model_core,141,124394.223165904
model_core_stage_0,141,124394.223165904
model_core,142,124463.427529555
model_core_stage_0,142,124463.427529555
model_core,143,124531.386652471
model_core_stage_0,143,124531.386652471
model_core,144,124598.134707216
model_core_stage_0,144,124598.134707216
model_core,145,124663.704928569
model_core_stage_0,145,124663.704928569
model_core,146,124728.129639263
model_core_stage_0,146,124728.129639263
model_core,147,124791.440275016
model_core_stage_0,147,124791.440275016
model_core,148,124853.667408867
model_core_stage_0,148,124853.667408867
model_core,149,124914.840774855
model_core_stage_0,149,124914.840774855
model_core,150,124974.989291042
model_core_stage_0,150,124974.989291042
model_core,151,125034.141081903
model_core_stage_0,151,125034.141081903
model_core,152,125092.323500108
model_core_stage_0,152,125092.323500108
model_core,153,125149.563147699
model_core_stage_0,153,125149.563147699
model_core,154,125205.885896693
model_core_stage_0,154,125205.885896693
model_core,155,125261.316909110
model_core_stage_0,155,125261.316909110
model_core,156,125315.880656463
model_core_stage_0,156,125315.880656463
model_core,157,125369.600938703
model_core_stage_0,157,125369.600938703
model_core,158,125422.500902651
model_core_stage_0,158,125422.500902651
model_core,159,125474.603059921
model_core_stage_0,159,125474.603059921
model_core,160,125525.929304349
model_core_stage_0,160,125525.929304349
model_core,161,125576.500928951
model_core_stage_0,161,125576.500928951
model_core,162,125626.338642408
model_core_stage_0,162,125626.338642408
model_core,163,125675.462585101
model_core_stage_0,163,125675.462585101
model_core,164,125723.892344711
model_core_stage_0,164,125723.892344711
model_core,165,125771.646971379
model_core_stage_0,165,125771.646971379
model_core,166,125818.744992466
model_core_stage_0,166,125818.744992466
model_core,167,125865.204426893
model_core_stage_0,167,125865.204426893
model_core,168,125911.042799096
model_core_stage_0,168,125911.042799096
model_core,169,125956.277152597
model_core_stage_0,169,125956.277152597
model_core,170,126000.924063201
model_core_stage_0,170,126000.924063201
model_core,171,126044.999651829
model_core_stage_0,171,126044.999651829
model_core,172,126088.519597005
model_core_stage_0,172,126088.519597005
model_core,173,126131.499146994
model_core_stage_0,173,126131.499146994
model_core,174,126173.953131608
model_core_stage_0,174,126173.953131608
model_core,175,126215.895973695
model_core_stage_0,175,126215.895973695
model_core,176,126257.341700300
model_core_stage_0,176,126257.341700300
model_core,177,126298.303953533
model_core_stage_0,177,126298.303953533
model_core,178,126338.796001128
model_core_stage_0,178,126338.796001128
model_core,179,126378.830746721
model_core_stage_0,179,126378.830746721
model_core,180,126418.420739837
model_core_stage_0,180,126418.420739837
model_core,181,126457.578185611
model_core_stage_0,181,126457.578185611
model_core,182,126496.314954239
model_core_stage_0,182,126496.314954239
model_core,183,126534.642590167
model_core_stage_0,183,126534.642590167
model_core,184,126572.572321036
model_core_stage_0,184,126572.572321036
model_core,185,126610.115066367
model_core_stage_0,185,126610.115066367
model_core,186,126647.281446025
model_core_stage_0,186,126647.281446025
model_core,187,126684.081788438
model_core_stage_0,187,126684.081788438
model_core,188,126720.526138596
model_core_stage_0,188,126720.526138596
model_core,189,126756.624265829
model_core_stage_0,189,126756.624265829
model_core,190,126792.385671371
model_core_stage_0,190,126792.385671371
model_core,191,126827.819595718
model_core_stage_0,191,126827.819595718
model_core,192,126862.935025786
model_core_stage_0,192,126862.935025786
model_core,193,126897.740701864
model_core_stage_0,193,126897.740701864
model_core,194,126932.245124387
model_core_stage_0,194,126932.245124388
model_core,195,126966.456560517
model_core_stage_0,195,126966.456560517
model_core,196,127000.383050542
model_core_stage_0,196,127000.383050542
model_core,197,127034.032414105
model_core_stage_0,197,127034.032414105
model_core,198,127067.412256260
model_core_stage_0,198,127067.412256260
model_core,199,127100.529973357
model_core_stage_0,199,127100.529973357
model_core,200,127133.392758773
model_core_stage_0,200,127133.392758773
model_core,201,127166.007608477
model_core_stage_0,201,127166.007608477
model_core,202,127198.381326456
model_core_stage_0,202,127198.381326456
model_core,203,127230.520529974
model_core_stage_0,203,127230.520529974
model_core,204,127262.431654703
model_core_stage_0,204,127262.431654703
model_core,205,127294.120959703
model_core_stage_0,205,127294.120959703
model_core,206,127325.594532270
model_core_stage_0,206,127325.594532270
model_core,207,127356.858292648
model_core_stage_0,207,127356.858292648
model_core,208,127387.917998616
model_core_stage_0,208,127387.917998616
model_core,209,127418.779249944
model_core_stage_0,209,127418.779249944
model_core,210,127449.447492730
model_core_stage_0,210,127449.447492730
model_core,211,127479.928023618
model_core_stage_0,211,127479.928023618
model_core,212,127510.225993899
model_core_stage_0,212,127510.225993899
model_core,213,127540.346413497
model_core_stage_0,213,127540.346413497
model_core,214,127570.294154854
model_core_stage_0,214,127570.294154854
model_core,215,127600.073956699
model_core_stage_0,215,127600.073956699
model_core,216,127629.690427717
model_core_stage_0,216,127629.690427717
model_core,217,127659.148050120
model_core_stage_0,217,127659.148050120
model_core,218,127688.451183117
model_core_stage_0,218,127688.451183117
model_core,219,127717.604066289
model_core_stage_0,219,127717.604066289
model_core,220,127746.610822872
model_core_stage_0,220,127746.610822872
model_core,221,127775.475462949
model_core_stage_0,221,127775.475462949
model_core,222,127804.201886558
model_core_stage_0,222,127804.201886558
model_core,223,127832.793886710
model_core_stage_0,223,127832.793886710
model_core,224,127861.255152324
model_core_stage_0,224,127861.255152324
model_core,225,127889.589271088
model_core_stage_0,225,127889.589271088
model_core,226,127917.799732233
model_core_stage_0,226,127917.799732233
model_core,227,127945.889929239
model_core_stage_0,227,127945.889929239
model_core,228,127973.863162457
model_core_stage_0,228,127973.863162457
model_core,229,128001.722641671
model_core_stage_0,229,128001.722641671
model_core,230,128029.471488579
model_core_stage_0,230,128029.471488579
model_core,231,128057.112739212
model_core_stage_0,231,128057.112739212
model_core,232,128084.649346283
model_core_stage_0,232,128084.649346283
model_core,233,128112.084181479
model_core_stage_0,233,128112.084181479
model_core,234,128139.420037677
model_core_stage_0,234,128139.420037677
model_core,235,128166.659631112
model_core_stage_0,235,128166.659631112
model_core,236,128193.805603477
model_core_stage_0,236,128193.805603477
model_core,237,128220.860523973
model_core_stage_0,237,128220.860523973
model_core,238,128247.826891294
model_core_stage_0,238,128247.826891294
model_core,239,128274.707135562
model_core_stage_0,239,128274.707135562
model_core,240,128301.503620213
model_core_stage_0,240,128301.503620213
model_core,241,128328.218643824
model_core_stage_0,241,128328.218643824
model_core,242,128354.854441891
model_core_stage_0,242,128354.854441891
model_core,243,128381.413188564
model_core_stage_0,243,128381.413188564
model_core,244,128407.896998329
model_core_stage_0,244,128407.896998329
model_core,245,128434.307927645
model_core_stage_0,245,128434.307927645
model_core,246,128460.647976535
model_core_stage_0,246,128460.647976535
model_core,247,128486.919090139
model_core_stage_0,247,128486.919090139
model_core,248,128513.123160215
model_core_stage_0,248,128513.123160215
model_core,249,128539.262026608
model_core_stage_0,249,128539.262026608
model_core,250,128565.337478672
model_core_stage_0,250,128565.337478672
model_core,251,128591.351256657
model_core_stage_0,251,128591.351256657
model_core,252,128617.305053056
model_core_stage_0,252,128617.305053056
model_core,253,128643.200513915
model_core_stage_0,253,128643.200513915
model_core,254,128669.039240111
model_core_stage_0,254,128669.039240111
model_core,255,128694.822788585
model_core_stage_0,255,128694.822788585
model_core,256,128720.552673555
model_core_stage_0,256,128720.552673555
model_core,257,128746.230367682
model_core_stage_0,257,128746.230367682
model_core,258,128771.857303217
model_core_stage_0,258,128771.857303217
model_core,259,128797.434873103
model_core_stage_0,259,128797.434873103
model_core,260,128822.964432059
model_core_stage_0,260,128822.964432059
model_core,261,128848.447297626
model_core_stage_0,261,128848.447297626
model_core,262,128873.884751190
model_core_stage_0,262,128873.884751190
model_core,263,128899.278038971
model_core_stage_0,263,128899.278038971
model_core,264,128924.628372990
model_core_stage_0,264,128924.628372990
model_core,265,128949.936932007
model_core_stage_0,265,128949.936932007
model_core,266,128975.204862434
model_core_stage_0,266,128975.204862434
model_core,267,129000.433279222
model_core_stage_0,267,129000.433279222
model_core,268,129025.623266727
model_core_stage_0,268,129025.623266727
model_core,269,129050.775879544
model_core_stage_0,269,129050.775879544
model_core,270,129075.892143330
model_core_stage_0,270,129075.892143330
model_core,271,129100.973055596
model_core_stage_0,271,129100.973055596
model_core,272,129126.019586474
model_core_stage_0,272,129126.019586474
model_core,273,129151.032679480
model_core_stage_0,273,129151.032679480
model_core,274,129176.013252231
model_core_stage_0,274,129176.013252231
model_core,275,129200.962197168
model_core_stage_0,275,129200.962197168
model_core,276,129225.880382236
model_core_stage_0,276,129225.880382236
model_core,277,129250.768651565
model_core_stage_0,277,129250.768651565
model_core,278,129275.627826118
model_core_stage_0,278,129275.627826118
model_core,279,129300.458704330
model_core_stage_0,279,129300.458704330
model_core,280,129325.262062724
model_core_stage_0,280,129325.262062724
model_core,281,129350.038656514
model_core_stage_0,281,129350.038656514
model_core,282,129374.789220188
model_core_stage_0,282,129374.789220188
model_core,283,129399.514468079
model_core_stage_0,283,129399.514468079
model_core,284,129424.215094916
model_core_stage_0,284,129424.215094916
model_core,285,129448.891776363
model_core_stage_0,285,129448.891776363
model_core,286,129473.545169542
model_core_stage_0,286,129473.545169542
model_core,287,129498.175913542
model_core_stage_0,287,129498.175913542
model_core,288,129522.784629915
model_core_stage_0,288,129522.784629915
model_core,289,129547.371923153
model_core_stage_0,289,129547.371923153
model_core,290,129571.938381163
model_core_stage_0,290,129571.938381163
model_core,291,129596.484575716
model_core_stage_0,291,129596.484575716
model_core,292,129621.011062892
model_core_stage_0,292,129621.011062892
model_core,293,129645.518383512
model_core_stage_0,293,129645.518383512
model_core,294,129670.007063554
model_core_stage_0,294,129670.007063554
model_core,295,129694.477614564
model_core_stage_0,295,129694.477614564
model_core,296,129718.930534047
model_core_stage_0,296,129718.930534047
model_core,297,129743.366305858
model_core_stage_0,297,129743.366305858
model_core,298,129767.785400573
model_core_stage_0,298,129767.785400573
model_core,299,129792.188275853
model_core_stage_0,299,129792.188275853
model_core,300,129816.575376800
model_core_stage_0,300,129816.575376800
model_core,301,129840.947136302
model_core_stage_0,301,129840.947136302
model_core,302,129865.303975368
model_core_stage_0,302,129865.303975368
model_core,303,129889.646303451
model_core_stage_0,303,129889.646303451
model_core,304,129913.974518770
model_core_stage_0,304,129913.974518770
model_core,305,129938.289008616
model_core_stage_0,305,129938.289008616
model_core,306,129962.590149649
model_core_stage_0,306,129962.590149649
model_core,307,129986.878308196
model_core_stage_0,307,129986.878308196
model_core,308,130011.153840528
model_core_stage_0,308,130011.153840528
model_core,309,130035.417093140
model_core_stage_0,309,130035.417093140
model_core,310,130059.668403020
model_core_stage_0,310,130059.668403020
model_core,311,130083.908097906
model_core_stage_0,311,130083.908097906
model_core,312,130108.136496544
model_core_stage_0,312,130108.136496544
model_core,313,130132.353908930
model_core_stage_0,313,130132.353908930
model_core,314,130156.560636555
model_core_stage_0,314,130156.560636555
model_core,315,130180.756972637
model_core_stage_0,315,130180.756972637
model_core,316,130204.943202346
model_core_stage_0,316,130204.943202346
model_core,317,130229.119603025
model_core_stage_0,317,130229.119603025
model_core,318,130253.286444409
model_core_stage_0,318,130253.286444409
model_core,319,130277.443988829
model_core_stage_0,319,130277.443988829
model_core,320,130301.592491417
model_core_stage_0,320,130301.592491417
model_core,321,130325.732200304
model_core_stage_0,321,130325.732200304
model_core,322,130349.863356812
model_core_stage_0,322,130349.863356812
model_core,323,130373.986195639
model_core_stage_0,323,130373.986195639
model_core,324,130398.100945043
model_core_stage_0,324,130398.100945043
model_core,325,130422.207827019
model_core_stage_0,325,130422.207827019
model_core,326,130446.307057469
model_core_stage_0,326,130446.307057469
model_core,327,130470.398846371
model_core_stage_0,327,130470.398846371
model_core,328,130494.483397938
model_core_stage_0,328,130494.483397938
model_core,329,130518.560910783
model_core_stage_0,329,130518.560910783
model_core,330,130542.631578065
model_core_stage_0,330,130542.631578065
model_core,331,130566.695587644
model_core_stage_0,331,130566.695587644
model_core,332,130590.753122225
model_core_stage_0,332,130590.753122225
model_core,333,130614.804359497
model_core_stage_0,333,130614.804359497
model_core,334,130638.849472274
model_core_stage_0,334,130638.849472274
model_core,335,130662.888628630
model_core_stage_0,335,130662.888628630
model_core,336,130686.921992021
model_core_stage_0,336,130686.921992021
model_core,337,130710.949721424
model_core_stage_0,337,130710.949721424
model_core,338,130734.971971447
model_core_stage_0,338,130734.971971447
model_core,339,130758.988892460
model_core_stage_0,339,130758.988892460
model_core,340,130783.000630703
model_core_stage_0,340,130783.000630703
model_core,341,130807.007328406
model_core_stage_0,341,130807.007328406
model_core,342,130831.009123893
model_core_stage_0,342,130831.009123893
model_core,343,130855.006151694
model_core_stage_0,343,130855.006151694
model_core,344,130878.998542646
model_core_stage_0,344,130878.998542646
model_core,345,130902.986423996
model_core_stage_0,345,130902.986423996
model_core,346,130926.969919498
model_core_stage_0,346,130926.969919498
model_core,347,130950.949149513
model_core_stage_0,347,130950.949149513
model_core,348,130974.924231094
model_core_stage_0,348,130974.924231094
model_core,349,130998.895278087
model_core_stage_0,349,130998.895278087
model_core,350,131022.862401210
model_core_stage_0,350,131022.862401210
model_core,351,131046.825708144
model_core_stage_0,351,131046.825708144
model_core,352,131070.785303615
model_core_stage_0,352,131070.785303615
model_core,353,131094.741289475
model_core_stage_0,353,131094.741289475
model_core,354,131118.693764781
model_core_stage_0,354,131118.693764781
model_core,355,131142.642825871
model_core_stage_0,355,131142.642825871
model_core,356,131166.588566441
model_core_stage_0,356,131166.588566441
model_core,357,131190.531077613
model_core_stage_0,357,131190.531077613
model_core,358,131214.470448011
model_core_stage_0,358,131214.470448011
model_core,359,131238.406763825
model_core_stage_0,359,131238.406763825
model_core,360,131262.340108881
model_core_stage_0,360,131262.340108881
model_core,361,131286.270564704
model_core_stage_0,361,131286.270564704
model_core,362,131310.198210582
model_core_stage_0,362,131310.198210582
model_core,363,131334.123123627
model_core_stage_0,363,131334.123123627
model_core,364,131358.045378834
model_core_stage_0,364,131358.045378834
model_core,365,131381.965049142
model_core_stage_0,365,131381.965049142
model_core,366,131405.882205486
model_core_stage_0,366,131405.882205486
model_core,367,131429.796916857
model_core_stage_0,367,131429.796916857
model_core,368,131453.709250351
model_core_stage_0,368,131453.709250351
model_core,369,131477.619271222
model_core_stage_0,369,131477.619271222
model_core,370,131501.527042934
model_core_stage_0,370,131501.527042934
model_core,371,131525.432627211
model_core_stage_0,371,131525.432627211
model_core,372,131549.336084081
model_core_stage_0,372,131549.336084081
model_core,373,131573.237471926
model_core_stage_0,373,131573.237471926
model_core,374,131597.136847524
model_core_stage_0,374,131597.136847524
model_core,375,131621.034266098
model_core_stage_0,375,131621.034266098
model_core,376,131644.929781352
model_core_stage_0,376,131644.929781352
model_core,377,131668.823445519
model_core_stage_0,377,131668.823445519
model_core,378,131692.715309397
model_core_stage_0,378,131692.715309397
model_core,379,131716.605422390
model_core_stage_0,379,131716.605422390
model_core,380,131740.493832548
model_core_stage_0,380,131740.493832548
model_core,381,131764.380586601
model_core_stage_0,381,131764.380586601
model_core,382,131788.265729995
model_core_stage_0,382,131788.265729995
model_core,383,131812.149306933
model_core_stage_0,383,131812.149306933
model_core,384,131836.031360400
model_core_stage_0,384,131836.031360400
model_core,385,131859.911932206
model_core_stage_0,385,131859.911932206
model_core,386,131883.791063011
model_core_stage_0,386,131883.791063011
model_core,387,131907.668792359
model_core_stage_0,387,131907.668792359
model_core,388,131931.545158709
model_core_stage_0,388,131931.545158709
model_core,389,131955.420199467
model_core_stage_0,389,131955.420199467
model_core,390,131979.293951010
model_core_stage_0,390,131979.293951010
model_core,391,132003.166448717
model_core_stage_0,391,132003.166448717
model_core,392,132027.037726996
model_core_stage_0,392,132027.037726996
model_core,393,132050.907819312
model_core_stage_0,393,132050.907819312
model_core,394,132074.776758210
model_core_stage_0,394,132074.776758210
model_core,395,132098.644575344
model_core_stage_0,395,132098.644575344
model_core,396,132122.511301497
model_core_stage_0,396,132122.511301497
model_core,397,132146.376966608
model_core_stage_0,397,132146.376966608
model_core,398,132170.241599796
model_core_stage_0,398,132170.241599796
model_core,399,132194.105229378
model_core_stage_0,399,132194.105229378
model_core,400,132217.967882897
model_core_stage_0,400,132217.967882897
model_core,401,132241.829587137
model_core_stage_0,401,132241.829587137
model_core,402,132265.690368150
model_core_stage_0,402,132265.690368150
model_core,403,132289.550251272
model_core_stage_0,403,132289.550251272
model_core,404,132313.409261142
model_core_stage_0,404,132313.409261142
model_core,405,132337.267421725
model_core_stage_0,405,132337.267421725
model_core,406,132361.124756327
model_core_stage_0,406,132361.124756327
model_core,407,132384.981287616
model_core_stage_0,407,132384.981287616
model_core,408,132408.837037636
model_core_stage_0,408,132408.837037636
model_core,409,132432.692027828
model_core_stage_0,409,132432.692027828
model_core,410,132456.546279043
model_core_stage_0,410,132456.546279043
model_core,411,132480.399811560
model_core_stage_0,411,132480.399811560
model_core,412,132504.252645103
model_core_stage_0,412,132504.252645103
model_core,413,132528.104798852
model_core_stage_0,413,132528.104798852
model_core,414,132551.956291464
model_core_stage_0,414,132551.956291464
model_core,415,132575.807141081
model_core_stage_0,415,132575.807141081
model_core,416,132599.657365349
model_core_stage_0,416,132599.657365349
model_core,417,132623.506981430
model_core_stage_0,417,132623.506981430
model_core,418,132647.356006012
model_core_stage_0,418,132647.356006012
model_core,419,132671.204455329
model_core_stage_0,419,132671.204455329
model_core,420,132695.052345168
model_core_stage_0,420,132695.052345168
model_core,421,132718.899690881
model_core_stage_0,421,132718.899690881
model_core,422,132742.746507401
model_core_stage_0,422,132742.746507401
model_core,423,132766.592809250
model_core_stage_0,423,132766.592809250
model_core,424,132790.438610553
model_core_stage_0,424,132790.438610553
model_core,425,132814.283925045
model_core_stage_0,425,132814.283925045
model_core,426,132838.128766086
model_core_stage_0,426,132838.128766086
model_core,427,132861.973146668
model_core_stage_0,427,132861.973146668
model_core,428,132885.817079428
model_core_stage_0,428,132885.817079428
model_core,429,132909.660576655
model_core_stage_0,429,132909.660576655
model_core,430,132933.503650301
model_core_stage_0,430,132933.503650301
model_core,431,132957.346311990
model_core_stage_0,431,132957.346311990
model_core,432,132981.188573028
model_core_stage_0,432,132981.188573028
model_core,433,133005.030444409
model_core_stage_0,433,133005.030444409
model_core,434,133028.871936826
model_core_stage_0,434,133028.871936826
model_core,435,133052.713060680
model_core_stage_0,435,133052.713060680
model_core,436,133076.553826084
model_core_stage_0,436,133076.553826084
model_core,437,133100.394242876
model_core_stage_0,437,133100.394242876
model_core,438,133124.234320621
model_core_stage_0,438,133124.234320621
model_core,439,133148.074068625
model_core_stage_0,439,133148.074068625
model_core,440,133171.913495937
model_core_stage_0,440,133171.913495937
model_core,441,133195.752611356
model_core_stage_0,441,133195.752611356
model_core,442,133219.591423442
model_core_stage_0,442,133219.591423442
model_core,443,133243.429940520
model_core_stage_0,443,133243.429940520
model_core,444,133267.268170684
model_core_stage_0,444,133267.268170684
model_core,445,133291.106121810
model_core_stage_0,445,133291.106121810
model_core,446,133314.943801553
model_core_stage_0,446,133314.943801553
model_core,447,133338.781217362
model_core_stage_0,447,133338.781217363
model_core,448,133362.618376480
model_core_stage_0,448,133362.618376480
model_core,449,133386.455285951
model_core_stage_0,449,133386.455285951
model_core,450,133410.291952626
model_core_stage_0,450,133410.291952626
model_core,451,133434.128383167
